,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
2648,T20150019697,143.38155,-37.30245,PYRENEES,AMPHITHEATRE ROAD,0.0 km,1
2649,T20150020558,146.70434,-36.782,ALPINE,YARRARABULA CREEK TRACK,0.0 km,1
2650,T20150020585,145.4411,-38.46243,BASS COAST,AGAR ROAD,0.09964783495039502 km,2
2651,T20150020976,147.20689,-37.34975,WELLINGTON,DARGO HIGH PLAINS ROAD,0.0 km,1
2652,T20150019748,148.25898,-37.1588,EAST GIPPSLAND,GELANTIPY ROAD,0.0 km,1
2653,T20150015754,146.66685,-38.614509999999996,WELLINGTON,TURNBULL STREET,0.6304882502660026 km,2
2654,T20150020616,141.88038999999998,-34.25577,MILDURA,STURT HIGHWAY,0.0 km,1
2655,T20150021000,141.83196999999998,-37.66383,SOUTHERN GRAMPIANS,GLENELG HIGHWAY,0.3734153195189945 km,2
2656,T20150019781,148.10183,-37.7889,EAST GIPPSLAND,RULES ROAD,0.0 km,1
2657,T20150020234,144.14407,-36.65141,BENDIGO,DERBY ROAD,0.0 km,1
2658,T20150020660,143.32293,-36.993120000000005,PYRENEES,BLACK MARES LANE,0.0 km,1
2659,T20150020677,144.53171,-36.64705,BENDIGO,SANDY CREEK-BARNADOWN ROAD,1.0941458159013002 km,8
2660,T20150020683,144.57237,-37.10046,MACEDON RANGES,WATCHBOX ROAD,0.0 km,1
2661,T20150021059,147.3546,-36.46208,TOWONG,BULLHEAD ROAD,0.0 km,1
2662,T20150021068,143.70351000000002,-37.68812,GOLDEN PLAINS,MONKEY GULLY ROAD,0.0 km,1
2663,T20150019860,145.73102,-36.14386,MOIRA,BENALLA-TOCUMWAL ROAD,0.0 km,1
2664,T20150019871,145.10356000000002,-36.29874,CAMPASPE,DUNBAR ROAD,0.0 km,1
2665,T20150020271,143.15319,-38.44619,CORANGAMITE,TIMBOON-COLAC ROAD,0.0 km,1
2666,T20150020281,146.87708,-36.38909,INDIGO,DEDERANG ROAD,0.0 km,1
2667,T20150020290,146.19149,-38.63575,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.0 km,1
2668,T20150021098,143.25557,-37.227,ARARAT,PUMPKIN POINT TRACK,0.0 km,1
2669,T20160025133,145.43178,-36.24972,SHEPPARTON,GOULBURN VALLEY HIGHWAY,0.6311952250716997 km,2
2670,T20150020725,147.45008,-37.87494,EAST GIPPSLAND,PRINCES HIGHWAY,0.0 km,1
2671,T20150021103,142.08983999999998,-36.639109999999995,HORSHAM,DAHLEN QUARRY ROAD,0.0 km,1
2672,T20150021119,146.07966000000002,-37.86319,BAW BAW,BRIDE ROAD,0.0 km,1
2673,T20150019910,142.48491,-36.99743,NORTHERN GRAMPIANS,MT ZERO ROAD,0.0 km,1
2674,T20150020746,145.65921,-36.19918,MOIRA,MARUNGI ROAD,0.0 km,1
2675,T20150020747,145.95184,-38.51855,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.9047948533541373 km,4
2676,T20150020748,147.47846,-37.83723,EAST GIPPSLAND,IVES ROAD,0.0 km,1
2677,T20150021137,143.56534,-38.830420000000004,COLAC OTWAY,BLANKET BAY ROAD,0.0 km,1
2678,T20150019946,145.46033,-36.04218,MOIRA,NUMURKAH ROAD,0.0 km,1
2679,T20150019948,147.13741000000002,-38.04547,WELLINGTON,CLYDEBANK ROAD,0.0 km,1
2680,T20150025481,143.35083,-35.11548,SWAN HILL,MURRAY VALLEY HIGHWAY,0.2273731998406586 km,2
2681,T20150020344,147.149,-37.939640000000004,WELLINGTON,PRINCES HIGHWAY,0.0 km,1
2682,T20150020350,143.80346,-35.617470000000004,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.0 km,1
2683,T20150024945,146.4504,-37.92968,BAW BAW,WALHALLA ROAD,0.0 km,1
2684,T20150025319,147.92535,-36.52143,TOWONG,SHADY CREEK LOWER TRACK,0.0 km,1
2685,T20150025682,144.16037,-36.63273,BENDIGO,LODDON VALLEY HIGHWAY,0.3867330138168698 km,2
2686,T20150024979,145.19471000000001,-36.817440000000005,STRATHBOGIE,MCDONALDS ROAD,0.11619886249190008 km,2
2687,T20150024619,149.28032,-37.728770000000004,EAST GIPPSLAND,POINT HICKS ROAD,0.0 km,1
2688,T20150024627,145.38523999999998,-36.074220000000004,MOIRA,KATAMATITE-NATHALIA ROAD,0.0 km,1
2689,T20150024994,146.05346,-36.44747,BENALLA,LAKE MOKOAN ROAD,0.0 km,1
2690,T20150024995,146.18358999999998,-37.90425,BAW BAW,COSTINS LINK ROAD,0.0 km,1
2691,T20150025376,142.04388,-34.21587,MILDURA,STURT HIGHWAY,0.0 km,1
2692,T20150025384,142.72467,-37.54358,ARARAT,MAROONA-GLENTHOMPSON ROAD,0.4974118445649626 km,2
2693,T20150024679,145.15898,-36.46952,SHEPPARTON,RUSHWORTH-TATURA ROAD,0.0 km,2
2694,T20160000213,147.27703,-36.182759999999995,TOWONG,GEORGES CREEK ROAD,0.2288174309418057 km,2
2695,T20150017907,146.81123,-38.34429,WELLINGTON,LITTLE TOWER ROAD,0.0 km,1
2696,T20170008313,144.37933,-36.678979999999996,BENDIGO,SANDY CREEK-BARNADOWN ROAD,1.5444502416116286 km,8
2697,T20180003473,144.19952,-36.6161,BENDIGO,BENDIGO-PYRAMID ROAD,0.17457628144753448 km,2
2698,T20150017097,141.45628,-38.00703,GLENELG,PRINCES HIGHWAY,0.0 km,1
2699,T20150017102,143.58069,-37.623940000000005,PYRENEES,SNAKE VALLEY-MORTCHUP ROAD,0.0 km,1
2700,T20150022209,144.28343,-38.310790000000004,SURF COAST,COOMBES ROAD,0.0 km,3
2701,T20150021881,141.67292,-37.29991,SOUTHERN GRAMPIANS,COLERAINE-EDENHOPE ROAD,0.0 km,1
2702,T20150022254,141.18441,-35.26278,MILDURA,MCKENZIE STREET,0.0 km,1
2703,T20150022266,142.06945,-38.06532,MOYNE,DONOVANS LANE,0.0 km,1
2704,T20170015066,144.60371999999998,-36.84149,BENDIGO,MCIVOR HIGHWAY,0.3364795239284984 km,2
2705,T20150021547,147.12148,-38.175909999999995,WELLINGTON,LONGFORD-LOCH SPORT ROAD,0.0 km,1
2706,T20180001804,146.21941,-37.38263,MANSFIELD,MANSFIELD-WOODS POINT ROAD,0.38272572518272846 km,2
2707,T20150022283,144.05200000000002,-38.13038,SURF COAST,INVERLEIGH-WINCHELSEA ROAD,0.7447375214617956 km,2
2708,T20150022716,143.22813,-37.92525,CORANGAMITE,VITE VITE ROAD,0.0 km,1
2709,T20150021586,143.28607,-37.165459999999996,PYRENEES,ELMHURST-GLENPATRICK ROAD,0.0 km,1
2710,T20150021588,143.10499,-36.64005,NORTHERN GRAMPIANS,LANGDONS BRIDGE ROAD,0.0 km,1
2711,T20150022725,145.54487,-36.724959999999996,STRATHBOGIE,EUROA-SHEPPARTON ROAD,0.0 km,1
2712,T20150022743,142.04943,-34.14733,MILDURA,BOX FLAT TRACK,0.0 km,1
2713,T20170019583,143.38442,-36.997009999999996,PYRENEES,SUNRAYSIA HIGHWAY,0.894945050173087 km,3
2714,T20150021616,146.02346,-37.37232,MURRINDINDI,EILDON-JAMIESON ROAD,0.0 km,1
2715,T20170019300,142.72056,-37.02362,NORTHERN GRAMPIANS,WESTERN HIGHWAY,0.2160706220746845 km,2
2716,T20150022357,144.50513999999998,-36.486990000000006,BENDIGO,ELMORE-RAYWOOD ROAD,0.0 km,1
2717,T20150021992,143.54934,-37.65972,GOLDEN PLAINS,,0.0 km,1
2718,T20160012668,143.23362,-36.640640000000005,NORTHERN GRAMPIANS,CENTRE ROAD,0.8345342550389107 km,3
2719,T20150022382,142.45179,-35.42525,YARRIAMBIACK,SUNRAYSIA HIGHWAY,0.0 km,1
2720,T20180017193,145.27825,-36.66173,STRATHBOGIE,GOULBURN VALLEY FREEWAY,0.40492836595074383 km,2
2721,T20150021159,147.84735,-37.51314,EAST GIPPSLAND,GREAT ALPINE ROAD,0.1845710933971096 km,2
2722,T20150022401,147.03345,-36.3288,INDIGO,KERGUNYAH ROAD,0.0 km,1
2723,T20150022409,142.78255,-37.71475,ARARAT,GLENELG HIGHWAY,0.0 km,1
2724,T20170022072,146.75865,-36.430279999999996,INDIGO,MYRTLEFORD-STANLEY ROAD,0.10715983285207924 km,2
2725,T20150021699,141.96421999999998,-38.04347,MOYNE,MT ECCLES ROAD,0.43627812743234506 km,2
2726,T20150022040,144.58848999999998,-36.065529999999995,CAMPASPE,MURRAY VALLEY HIGHWAY,0.12458424066699265 km,2
2727,T20150021338,142.59077,-38.07322,MOYNE,WOOLSTHORPE-HEXHAM ROAD,0.0 km,1
2728,T20150021352,142.90492,-38.36908,CORANGAMITE,LILLEYS LANE,0.12694174568166025 km,2
2729,T20150021358,142.13533,-36.75869,HORSHAM,THREE BRIDGES ROAD,0.0 km,1
2730,T20150021741,143.13527,-36.02587,BULOKE,DONALD-SWAN HILL ROAD,0.0 km,1
2731,T20180019807,147.3387,-36.17605,TOWONG,GRANYA ROAD,0.10875026129987905 km,2
2732,T20150022082,147.40309,-36.1712,TOWONG,MURRAY VALLEY HIGHWAY,0.0 km,1
2733,T20170017501,145.47847,-35.92548,MOIRA,MURRAY VALLEY HIGHWAY,0.6505741603782488 km,3
2734,T20150022487,146.01985,-38.53383,SOUTH GIPPSLAND,MEENIYAN-NERRENA ROAD,0.0 km,1
2735,T20150021377,142.9967,-38.34388,CORANGAMITE,COBDEN-SOUTH ECKLIN ROAD,0.0 km,1
2736,T20150021742,141.24285,-37.0234,WEST WIMMERA,WIMMERA HIGHWAY,0.14596512446475338 km,2
2737,T20170011058,145.624,-36.347570000000005,SHEPPARTON,DOOKIE-SHEPPARTON ROAD,1.0789851820964922 km,4
2738,T20150021754,141.70099,-38.20599,GLENELG,TOWER ROAD,0.0 km,1
2739,T20150022105,144.21582,-37.51491,MOORABOOL,BLAKEVILLE ROAD,0.0 km,1
2740,T20150021776,148.43263000000002,-37.73515,EAST GIPPSLAND,PRINCES HIGHWAY,0.0 km,1
2741,T20150022525,145.77991,-36.231,MOIRA,KATANDRA MAIN ROAD,0.0 km,1
2742,T20150022540,145.28048,-36.552620000000005,SHEPPARTON,TOOLAMBA ROAD,0.3127650340780088 km,2
2743,T20150021789,146.86283999999998,-36.45943,ALPINE,MYRTLEFORD-YACKANDANDAH ROAD,0.0 km,1
2744,T20150022156,145.3546,-36.20153,SHEPPARTON,MOORES ROAD,0.0 km,1
2745,T20160011779,142.45651,-37.15249,NORTHERN GRAMPIANS,GLENELG RIVER ROAD,0.6018890261164108 km,2
2746,T20150022556,145.94652,-37.52118,MURRINDINDI,EILDON-WARBURTON ROAD,0.8703017523545195 km,4
2747,T20150021477,145.64493000000002,-36.62321,STRATHBOGIE,MURCHISON-VIOLET TOWN ROAD,0.0 km,1
2748,T20170003167,142.95623999999998,-37.25224,ARARAT,NOAHS ARK ROAD,0.547677339971621 km,2
2749,T20150022176,145.64217,-36.13042,MOIRA,KATAMATITE-SHEPPARTON ROAD,0.0 km,1
2750,T20160023521,143.40207,-37.23126,PYRENEES,AMPHITHEATRE ROAD,1.035142557871763 km,3
2751,T20150022584,147.77426,-37.79779,EAST GIPPSLAND,STEPHENSON ROAD,0.0 km,1
2752,T20150020371,145.31383,-36.07411,MOIRA,KATAMATITE-NATHALIA ROAD,0.0 km,1
2753,T20150021156,145.78138,-37.08737,MANSFIELD,MAINTONGOON PARK ROAD,0.0 km,1
2754,T20150019953,143.17066,-38.6744,CORANGAMITE,GREAT OCEAN ROAD,0.0 km,1
2755,T20150019968,146.77122,-38.0802,WELLINGTON,ROSEDALE-HEYFIELD ROAD,0.0 km,1
2756,T20150020397,144.64338,-36.497659999999996,CAMPASPE,BURNEWANG ROAD,0.0 km,1
2757,T20150020423,142.3031,-36.841440000000006,HORSHAM,OLD WARTOOK ROAD,0.0 km,1
2758,T20180011494,144.44543000000002,-38.265440000000005,GEELONG,BARWON HEADS ROAD,2.53111693326894 km,13
2759,T20150021165,142.09875,-36.48641,HINDMARSH,WESTERN HIGHWAY,0.0 km,1
2760,T20150020440,144.24806,-37.53028,MOORABOOL,,0.47798994529672745 km,2
2761,T20170002511,143.3278,-37.662440000000004,PYRENEES,MT WILLIAM ROAD,0.4538491964181128 km,2
2762,T20150023668,143.93048000000002,-37.43002,HEPBURN,PETRIES ROAD,0.0 km,1
2763,T20150023259,146.64862,-38.22701,LATROBE,FLYNNS CREEK ROAD,0.0 km,1
2764,T20150023268,146.02683000000002,-38.050340000000006,BAW BAW,INGLEMAN ROAD,0.11541802240667874 km,2
2765,T20170007680,145.86092,-36.80284,STRATHBOGIE,GARDINERS ROAD,1.5093548105663417 km,7
2766,T20150024075,142.12511999999998,-36.60533,HORSHAM,WESTERN HIGHWAY,0.0 km,1
2767,T20150024088,147.49507,-36.8274,EAST GIPPSLAND,OMEO HIGHWAY,0.0 km,1
2768,T20150022917,145.96367,-38.24341,BAW BAW,HAZELDEAN ROAD,0.0 km,1
2769,T20150023758,147.19888999999998,-37.78586,WELLINGTON,BEVERLEYS ROAD,0.0 km,1
2770,T20150023760,147.31593,-37.50274,WELLINGTON,PUNCHEN BUDWUID DIVIDE TRACK,0.0 km,1
2771,T20170000166,143.80462,-38.694320000000005,COLAC OTWAY,GREAT OCEAN ROAD,0.8398308013696761 km,4
2772,T20150024144,144.48476000000002,-37.22888,MACEDON RANGES,BLACKHILL ROAD,0.0 km,1
2773,T20170007987,147.16005,-37.48726,WELLINGTON,WONNANGATTA ROAD,0.2699387875080657 km,2
2774,T20170019045,145.19265,-37.02595,MITCHELL,HIGHLANDS ROAD,0.35555582917451545 km,2
2775,T20150024155,147.98213,-36.12976,TOWONG,MURRAY RIVER ROAD,1.3539431739151808 km,3
2776,T20150024173,147.09378999999998,-37.82797,WELLINGTON,BOUNDARY ROAD,0.0 km,1
2777,T20160001119,147.1179,-37.907379999999996,WELLINGTON,FREEMANS LANE,0.0 km,1
2778,T20160000734,144.42781000000002,-37.105990000000006,MOUNT ALEXANDER,KYNETON-METCALFE ROAD,0.0 km,1
2779,T20160028150,143.62147,-38.75574,COLAC OTWAY,KILLALA ROAD,0.04503323829838221 km,2
2780,T20160001145,145.04631,-36.531220000000005,CAMPASPE,RUSHWORTH-TATURA ROAD,0.944940103084623 km,3
2781,T20170001697,145.42586,-37.4199,MURRINDINDI,MELBA HIGHWAY,0.5619015579247619 km,4
2782,T20160000345,143.3677,-35.14914,SWAN HILL,MURRAY VALLEY HIGHWAY,0.0 km,1
2783,T20160000349,146.7635,-36.39783,INDIGO,UPPER NINE MILE ROAD,0.0 km,1
2784,T20160001177,144.58357,-38.267140000000005,GEELONG,SHELL ROAD,0.23078367545309025 km,2
2785,T20160001196,146.92382,-37.74767,WELLINGTON,MT ANGUS TRACK,0.0 km,1
2786,T20160000817,146.47221000000002,-36.11074,INDIGO,RUTHERGLEN-SPRINGHURST ROAD,0.0 km,1
2787,T20160001209,146.01636000000002,-37.93962,BAW BAW,MCKENZIE ROAD,0.0 km,1
2788,T20160001210,143.66314,-38.77984,COLAC OTWAY,PANORAMA CRESCENT,0.0 km,1
2789,T20160000423,141.31338,-36.1784,HINDMARSH,BROUGHTON-KANIVA ROAD,0.0 km,1
2790,T20160001244,147.05661,-38.065870000000004,WELLINGTON,MYRTLEBANK ROAD,0.0 km,1
2791,T20160000053,145.96376,-37.12611,MANSFIELD,WALSHS ROAD,0.5310111535384967 km,2
2792,T20160000432,143.72941,-38.51003,COLAC OTWAY,KENTS ROAD,0.8713240426515236 km,3
2793,T20160000859,141.29145,-38.05908,GLENELG,KENTBRUCK ROAD,0.0 km,1
2794,T20160000868,142.66676,-34.757940000000005,SWAN HILL,HATTAH-ROBINVALE ROAD,0.7294535859183148 km,2
2795,T20160001278,145.85407,-37.93292,BAW BAW,SPION KOPJE TRACK,0.0 km,1
2796,T20160000082,148.26341000000002,-37.223209999999995,EAST GIPPSLAND,GELANTIPY ROAD,0.0 km,1
2797,T20180004535,146.88501000000002,-37.90153,WELLINGTON,WEBSTERS ROAD,0.3249807797775026 km,2
2798,T20160000114,148.91849,-37.587540000000004,EAST GIPPSLAND,PRINCES HIGHWAY,0.3402260671278376 km,2
2799,T20160016350,143.98736,-38.01356,GOLDEN PLAINS,SHELFORD-BANNOCKBURN ROAD,0.9678203301534968 km,3
2800,T20160000152,146.39396000000002,-37.07647,MANSFIELD,PLAIN CREEK TRACK,0.0 km,1
2801,T20160000503,146.08427,-38.15953,BAW BAW,YARRAGON-SHADY CREEK ROAD,0.0 km,1
2802,T20160000517,143.66852,-36.272659999999995,LODDON,CHARLTON-BORUNG ROAD,0.0 km,1
2803,T20160000164,146.53715,-36.16628,INDIGO,HUME FREEWAY,0.6506546843897175 km,3
2804,T20160000168,144.92254,-36.24001,CAMPASPE,WILSON ROAD,0.0 km,1
2805,T20160000977,141.50518,-36.39049,HINDMARSH,WESTERN HIGHWAY,0.0 km,1
2806,T20160000557,142.58512,-37.18497,ARARAT,,0.0 km,1
2807,T20160000563,146.31842,-36.40056,WANGARATTA,HUME FREEWAY,0.0 km,1
2808,T20160000992,143.16873,-35.8446,BULOKE,CALDER HIGHWAY,0.0 km,1
2809,T20160001370,147.44778,-36.7425,TOWONG,OMEO HIGHWAY,1.9721369828864395 km,5
2810,T20160000220,144.44431,-36.839059999999996,BENDIGO,NATIVE GULLY CRESCENT,0.0 km,1
2811,T20150025083,143.39817,-38.41918,COLAC OTWAY,NEW IRREWILLIPE ROAD,0.0 km,1
2812,T20150024331,147.07134,-37.32841,WELLINGTON,CROOKED RIVER TRACK,0.0 km,1
2813,T20170011209,143.83558,-37.337140000000005,HEPBURN,CLUNES-CRESWICK ROAD,0.5931055577772106 km,2
2814,T20150016114,148.16402,-37.51615,EAST GIPPSLAND,BRUTHEN-BUCHAN ROAD,0.21388523502167242 km,4
2815,T20150025485,145.84519,-37.50159,MURRINDINDI,LADY TALBOT DRIVE,0.0 km,1
2816,T20150024755,141.13111,-37.90542,GLENELG,PRINCES HIGHWAY,0.0 km,1
2817,T20150025147,146.03933999999998,-38.27666,BAW BAW,YARRAGON-LEONGATHA ROAD,0.0 km,1
2818,T20150025486,143.47943999999998,-38.187509999999996,COLAC OTWAY,SOUTH DREEITE ROAD,0.0 km,1
2819,T20150025496,145.7276,-36.9368,MANSFIELD,OLD STRATHBOGIE ROAD,0.3288412536887716 km,2
2820,T20150024399,143.37117,-35.67132,GANNAWARRA,VIEW STREET,0.0 km,1
2821,T20150024416,144.00548999999998,-38.15268,SURF COAST,INVERLEIGH-WINCHELSEA ROAD,0.0 km,1
2822,T20160001389,142.01758999999998,-34.13045,MILDURA,WENTWORTH ROAD,1.2208069936392634 km,4
2823,T20150025172,143.07792,-38.00107,CORANGAMITE,HAMILTON HIGHWAY,0.7758890134569573 km,3
2824,T20150025180,145.92959,-38.66183,SOUTH GIPPSLAND,TARWIN LOWER ROAD,0.0 km,1
2825,T20150025510,145.50679,-36.13535,MOIRA,DRUMANURE ROAD,0.0 km,1
2826,T20150025528,145.55526,-35.88004,MOIRA,MYWEE-KOONOOMOO ROAD,0.0 km,1
2827,T20150024443,146.80094,-37.74218,WELLINGTON,AVON TRACK,0.0 km,1
2828,T20160019566,145.90004,-36.53693,BENALLA,BASIN ROAD,0.6840641792905097 km,3
2829,T20150025198,143.19441,-38.25466,CORANGAMITE,PRINCES HIGHWAY,0.6492749316393452 km,3
2830,T20150024453,147.27629,-37.66618,EAST GIPPSLAND,BAIRNSDALE-DARGO ROAD,0.2106048284751409 km,2
2831,T20150024828,145.36477,-37.25594,MURRINDINDI,WHITTLESEA-YEA ROAD,0.0 km,1
2832,T20150024847,145.11353,-36.284009999999995,CAMPASPE,SINCLAIR ROAD,0.0 km,1
2833,T20170011596,145.99857,-37.886959999999995,BAW BAW,LOCH VALLEY ROAD,0.8386294957993228 km,3
2834,T20150025223,147.00583,-36.1865,WODONGA,MAHERS ROAD,0.0 km,1
2835,T20150024481,146.05116,-36.635329999999996,BENALLA,BENALLA-TATONG ROAD,0.0 km,1
2836,T20150025591,147.71526,-36.79708,EAST GIPPSLAND,BENAMBRA-CORRYONG ROAD,0.0 km,1
2837,T20150024499,144.10466,-37.03674,MOUNT ALEXANDER,CASTLEMAINE-MALDON ROAD,0.0 km,1
2838,T20150024869,146.10243,-38.36915,SOUTH GIPPSLAND,GRAND RIDGE ROAD,0.0 km,1
2839,T20150025255,144.82401000000002,-37.4389,MACEDON RANGES,BOLINDA-DARRAWEIT ROAD,0.0 km,1
2840,T20150015426,144.76045,-37.11923,MITCHELL,LANCEFIELD-TOOBORAC ROAD,0.5486877128405554 km,3
2841,T20150025261,146.54328999999998,-37.13921,MANSFIELD,BINDAREE ROAD,0.49439648270973363 km,2
2842,T20150023797,146.35799,-37.04803,MANSFIELD,BUTTERCUP JEEP TRACK,0.0 km,1
2843,T20160005302,143.76657,-38.5458,COLAC OTWAY,THOMPSONS TRACK,0.019878871283697027 km,2
2844,T20150024204,143.63052,-35.796820000000004,GANNAWARRA,KERANG-QUAMBATOOK ROAD,0.0 km,1
2845,T20150024215,142.16003,-36.782090000000004,HORSHAM,NUNKERRI ROAD,0.0 km,1
2846,T20150023847,146.213,-38.59966,SOUTH GIPPSLAND,NIPPARDS TRACK,0.0 km,1
2847,T20170017127,145.16356000000002,-36.31369,SHEPPARTON,LANCASTER-MOOROOPNA ROAD,0.22086284485375496 km,2
2848,T20150023856,144.04046,-37.1448,MOUNT ALEXANDER,CRESWICK-NEWSTEAD ROAD,0.0 km,1
2849,T20150023867,147.01357,-36.61786,ALPINE,KANCOONA SOUTH ROAD,0.0 km,1
2850,T20150023057,144.09675,-37.32454,HEPBURN,BASALT ROAD,0.20059408290691236 km,2
2851,T20150023066,147.79536000000002,-36.52834,TOWONG,BENAMBRA-CORRYONG ROAD,0.0 km,1
2852,T20150023070,141.03263,-37.31642,WEST WIMMERA,COMAUM ROAD,0.0 km,1
2853,T20160002192,147.15891000000002,-37.67391,WELLINGTON,LEES CREEK TRACK,0.028716615428466655 km,2
2854,T20170017558,142.9192,-37.3197,ARARAT,MORTLAKE-ARARAT ROAD,1.1908533454511514 km,3
2855,T20170006864,146.4221,-36.44852,WANGARATTA,GLENROWAN-MYRTLEFORD ROAD,0.7197684294390101 km,3
2856,T20150023537,143.01802,-36.276270000000004,BULOKE,BOLGERS LANE,0.0 km,1
2857,T20170011468,143.28956000000002,-36.67605,NORTHERN GRAMPIANS,SUNRAYSIA HIGHWAY,0.059920738643358694 km,2
2858,T20150024282,145.37317,-37.46221,MURRINDINDI,BOGGY CREEK ROAD,0.0 km,1
2859,T20180015855,143.84067,-36.91199,CENTRAL GOLDFIELDS,BENDIGO-MARYBOROUGH ROAD,0.5657540755568745 km,2
2860,T20150023133,142.63153,-36.75246,YARRIAMBIACK,STAWELL-WARRACKNABEAL ROAD,0.0 km,1
2861,T20180003997,146.17848,-38.2829,BAW BAW,MIRBOO NORTH-TRAFALGAR ROAD,1.2907184206987101 km,5
2862,T20150023938,147.85787,-37.753240000000005,EAST GIPPSLAND,TAMBO UPPER ROAD,0.0 km,1
2863,T20160026700,142.14481999999998,-36.64972,HORSHAM,WESTERN HIGHWAY,1.0398889754631584 km,4
2864,T20150023174,146.62437,-38.00884,LATROBE,COWWARR-WALHALLA ROAD,0.39949408310629475 km,2
2865,T20150023612,144.33495,-36.21143,CAMPASPE,ECHUCA-MITIAMO ROAD,0.0 km,1
2866,T20150023634,142.37245,-37.790409999999994,SOUTHERN GRAMPIANS,BLACKWOOD-DUNKELD ROAD,0.0 km,1
2867,T20150023995,141.4569,-37.5671,GLENELG,GLENELG HIGHWAY,0.0 km,1
2868,T20150023647,143.46556,-35.28184,SWAN HILL,CHURCH ROAD,0.0 km,1
2869,T20150024030,145.23037,-36.68555,STRATHBOGIE,GOULBURN VALLEY FREEWAY,0.0 km,1
2870,T20150022850,148.25936000000002,-37.51105,EAST GIPPSLAND,BALLEY HOOLEY ROAD,0.0 km,1
2871,T20150022856,146.44547,-38.073370000000004,BAW BAW,W11-2 TRACK,0.0 km,1
2872,T20150022867,142.27396000000002,-38.33122,MOYNE,KORONGAH NORTH ROAD,0.0 km,1
2873,T20180004273,144.87715,-37.17196,MITCHELL,NORTHERN HIGHWAY,1.0280035370315201 km,3
2874,T20160026221,146.44197,-36.6691,WANGARATTA,EDI-CHESHUNT ROAD,0.31281026409965396 km,2
2875,T20160000632,147.23775,-37.52036,WELLINGTON,DARGO ROAD,0.0 km,1
2876,T20160000633,147.79172,-36.66398,EAST GIPPSLAND,BENAMBRA-CORRYONG ROAD,0.6650447676747552 km,2
2877,T20160001052,144.76998999999998,-36.98045,MITCHELL,NORTHERN HIGHWAY,0.0 km,1
2878,T20160001413,148.72841,-37.20187,EAST GIPPSLAND,BONANG ROAD,0.0 km,1
2879,T20160001423,144.78847,-36.91389,BENDIGO,HEATHCOTE-NAGAMBIE ROAD,0.0 km,1
2880,T20160000646,148.7187,-37.79775,EAST GIPPSLAND,MARLO-CONRAN ROAD,0.0 km,1
2881,T20160001067,141.53007,-38.03835,GLENELG,PRINCES HIGHWAY,0.6727291388303659 km,2
2882,T20160001069,145.5911,-36.6187,STRATHBOGIE,RIGGS CREEK ROAD,0.0 km,1
2883,T20160001080,147.27653999999998,-37.74501,EAST GIPPSLAND,BEVERLEYS ROAD,0.0 km,1
2884,T20160001432,147.92288,-37.75434,EAST GIPPSLAND,SEATON TRACK,0.0 km,1
2885,T20160001440,146.74526,-38.01944,WELLINGTON,TRARALGON-MAFFRA ROAD,0.3924926863024556 km,2
2886,T20150026394,142.92311999999998,-38.4223,CORANGAMITE,GLENFYNE-BRUCKNELL ROAD,0.0 km,1
2887,T20150026400,144.25884,-35.79242,GANNAWARRA,GARNER BREAK,0.0 km,1
2888,T20150026787,143.00152,-38.42031,CORANGAMITE,MOREHOUSES BRIDGE ROAD,0.0 km,1
2889,T20150026026,143.03696000000002,-35.66715,BULOKE,CALDER HIGHWAY,0.0 km,1
2890,T20160002884,146.8905,-38.05599,WELLINGTON,SALE-COWWARR ROAD,0.7191126450610956 km,2
2891,T20150027182,145.25052,-36.84641,STRATHBOGIE,TABILK-MONEA ROAD,0.0 km,1
2892,T20150027186,143.93804,-37.01784,MOUNT ALEXANDER,MOOLORT ROAD,0.0 km,1
2893,T20160021883,145.68391,-38.57716,BASS COAST,LYNNES ROAD,0.40217971261130264 km,2
2894,T20150026035,143.61025,-38.02688,CORANGAMITE,HAMILTON HIGHWAY,0.18880678508698423 km,2
2895,T20150026432,145.70168999999999,-36.983270000000005,MANSFIELD,MAROONDAH HIGHWAY,1.5092011191802184 km,4
2896,T20150027194,142.86491999999998,-37.98708,MOYNE,NORTH ROAD,0.0 km,1
2897,T20150027216,142.76243,-38.31212,MOYNE,PRINCES HIGHWAY,0.0 km,1
2898,T20150026852,141.86918,-36.371970000000005,HINDMARSH,WESTERN HIGHWAY,0.0 km,1
2899,T20150026857,145.34482,-36.91288,STRATHBOGIE,UPTON ROAD,0.0 km,1
2900,T20150026861,141.67036000000002,-38.08287,GLENELG,HENTY HIGHWAY,0.0 km,1
2901,T20150027230,149.68729,-37.52235,EAST GIPPSLAND,GENOA-MALLACOOTA ROAD,0.6644882324477426 km,2
2902,T20150026108,140.99568,-38.042629999999996,GLENELG,PORTLAND-NELSON ROAD,0.0 km,1
2903,T20150026115,145.10635,-36.95223,MITCHELL,NORTHWOOD ROAD,0.0 km,1
2904,T20150026863,144.98206000000002,-36.44815,CAMPASPE,MIDLAND HIGHWAY,0.0 km,1
2905,T20150026884,145.91529,-36.995709999999995,MANSFIELD,GLEN CREEK ROAD,0.0 km,1
